year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2006,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ftww31p76eb74200,ca,35.0,72222.0,gray,beige,premium auto wholesale,18600,18900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Dodge,Charger,SE,Sedan,automatic,2b3ka43r66h415840,ca,19.0,129943.0,blue,gray,horizon auto sales,4350,4700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,Five Hundred,SE,Sedan,automatic,1fafp23166g177924,ca,33.0,74022.0,silver,gray,nvp remarketing,3450,5000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12556kb75773,ca,39.0,92699.0,red,gray,california fleet inc,10600,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Honda,Civic,LX,Coupe,automatic,2hgfg12656h500304,ca,29.0,187089.0,black,tan,clear view systems,2400,4700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Infiniti,G35,Base,Sedan,automatic,jnkcv51e46m511622,ca,31.0,159962.0,gray,black,veros credit,4800,5200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,Explorer,XLT,SUV,automatic,1fmeu73e26ub69654,ca,22.0,148704.0,red,beige,veros credit,4025,3700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r86h157727,ca,27.0,166706.0,black,gray,jpmorgan chase bank n.a.,3275,3400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t46r107976,ca,28.0,136522.0,white,gray,veros credit,6450,5500,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2006,Buick,LaCrosse,CXL,Sedan,automatic,2g4wd582961162218,ca,19.0,124964.0,black,gray,james family auto sales,3500,3400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Infiniti,M45,Base,Sedan,automatic,jnkby01e86m203214,ca,2.0,99558.0,silver,black,navy fcu,9700,4200,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2006,GMC,Envoy XL,SLE,SUV,automatic,1gkes16s766153550,ca,21.0,74290.0,black,gray,exeter finance corp,6700,5500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Express Cargo,3500,Van,automatic,1gchg39u661139252,ca,1.0,1.0,white,gray,enterprise fm exchange/tra/lease,8675,1000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2006,Infiniti,FX35,Base,SUV,automatic,jnras08u06x104848,ca,19.0,115178.0,gray,black,remarketing by ge/golden 1 credit union,9675,8300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Magnum,SE,Wagon,automatic,2d4fv47t16h155148,ca,2.0,149569.0,black,gray,tidalwave finance corp,3050,900,Wed Feb 11 2015 03:00:00 GMT-0800 (PST)
2006,Chrysler,300,C,Sedan,automatic,2c3la63h06h244299,ca,28.0,101707.0,green,beige,pra recievables management llc,7300,4200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Jaguar,S-Type,3,Sedan,automatic,sajwa01a96fn57219,ca,2.0,123814.0,black,beige,redline remarketing,3000,2900,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2006,Chevrolet,Aveo,LT,Hatchback,automatic,kl1tg66636b664725,ca,19.0,107469.0,red,gray,time finance co,2250,1300,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2006,Chevrolet,Cobalt,LT,Coupe,automatic,1g1al15f167642430,ca,12.0,126012.0,white,black,tidalwave finance corp,2550,850,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2006,Chevrolet,Express Cargo,3500,Van,automatic,1gchg35u361149792,ca,19.0,178410.0,green,gray,ars/executive car leasing co,4025,3100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmfu17576la88800,ca,25.0,165977.0,burgundy,beige,motor city lexus of bakersfield,3825,3100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Jeep,Liberty,Sport,SUV,automatic,1j4gl48k96w210003,ca,19.0,86295.0,black,beige,nationwide motor vehicles,6150,3500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Ram Pickup 1500,Laramie,Quad Cab,automatic,1d7ha18n26j144020,ca,19.0,114246.0,blue,silver,mas financial services,7325,5300,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2006,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ftsw21p36ea63992,ca,2.0,141303.0,—,gray,remarketing by ge/golden 1 credit union,12550,8250,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2006,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a4fy58b86t350746,ca,24.0,112170.0,silver,gray,first credit finance,2100,2300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33596tg99959,ca,22.0,69063.0,blue,black,aaero sweet company,6275,6900,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LT3,Crew Cab,automatic,2gcec13t561216996,ca,35.0,80566.0,gray,gray,aaero sweet company,12550,13700,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2006,Dodge,Durango,SLT,SUV,automatic,1d4hd48nx6f117463,ca,24.0,93109.0,blue,gray,veros credit,5850,4500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Malibu,LT,Sedan,automatic,1g1zt51f56f293973,ca,2.0,162687.0,silver,black,cig financial,2125,700,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2006,Cadillac,CTS,Base,Sedan,automatic,1g6dp577060127484,ca,32.0,85305.0,blue,gray,billotti auto sales,6250,6900,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2006,Infiniti,FX35,Base,SUV,automatic,jnras08w16x205639,ca,35.0,180240.0,blue,beige,jpmorgan chase bank n.a.,7025,6300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Suburban,LS 1500,SUV,automatic,1gnec16z26j123785,ca,19.0,90174.0,blue,beige,cig financial,7275,6100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12526fb51262,ca,22.0,130188.0,burgundy,beige,alliance motor cars,8050,6600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r96h153833,ca,29.0,70271.0,silver,gray,springleaf financial services/evansville,6150,3500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12566fb50504,ca,35.0,96321.0,gray,tan,high bid trading co inc,7275,13100,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2006,Hyundai,Sonata,LX,Sedan,automatic,5npeu46f46h120327,ca,1.0,73584.0,blue,gray,purple heart services inc,5125,3000,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2006,Honda,Odyssey,EX,Minivan,automatic,5fnrl38446b401763,ca,36.0,180282.0,gold,tan,honda cars of corona,3350,4900,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n46s569801,ca,27.0,188016.0,silver,gray,premium auto wholesale,3750,4400,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58266c137021,ca,35.0,104508.0,silver,gray,nvp remarketing,7725,9800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LS2,Crew Cab,automatic,2gcec13v261286585,ca,36.0,127478.0,white,gray,california republic bank,7525,8000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Honda,Civic,EX,Sedan,automatic,1hgfa16876l015873,ca,19.0,95782.0,red,beige,repo remarketing/hughes fcu,6300,6200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,1d7ha16286j196048,ca,19.0,104731.0,black,gray,mas financial services,7175,5700,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2006,GMC,Yukon,Denali,SUV,automatic,1gkek63ux6j140257,ca,42.0,9905.0,white,gray,rvr,14450,20000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,300,Touring,Sedan,automatic,2c3ka53g76h309291,ca,35.0,131948.0,black,gray,bmw of murrieta,5075,7300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw14566fa59634,ca,26.0,153708.0,silver,gray,imans imports,9775,8500,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2006,Ford,Focus,ZX4 SES,Sedan,manual,1fafp34n16w178184,ca,24.0,81846.0,black,silver,century dealer services corp,3675,3050,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Cobalt,LT,Coupe,automatic,1g1al15f267620033,ca,31.0,145455.0,white,black,quality acceptance,2025,1950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Impala,SS,Sedan,automatic,2g1wd58c269115345,ca,41.0,107697.0,silver,gray,skyhigh remarketing inc,5050,6250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38666b415567,ca,2.0,154619.0,gray,gray,enterprise car sales/orange,5150,6200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LS,Sedan,automatic,2g1wb55k569345110,ca,25.0,115773.0,white,tan,felix chevrolet & cadillac,3775,2600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n56w218525,ca,28.0,149874.0,white,gray,gm financial,2700,1800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,BMW,X3,3.0i,SUV,automatic,wbxpa93426wg84494,ca,39.0,97564.0,black,black,high bid trading co inc,8475,7600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Infiniti,QX56,Base,SUV,automatic,5n3aa08ax6n801371,ca,32.0,141275.0,white,tan,california republic bank,9350,9800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Charger,SE,Sedan,automatic,2b3ka43g36h217263,ca,34.0,146285.0,blue,gray,bmw of riverside,3800,5500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l26r747428,ca,3.0,134159.0,silver,gray,courtesy chrysler dodge jeep ram of orange,2400,3000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,Town and Country,Base,Minivan,automatic,1a4gp45r96b703970,ca,19.0,171405.0,green,gray,evergreen auto sales,900,1150,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2006,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmfu18576la00164,ca,34.0,63007.0,white,beige,jessup cad buick pont gmc saab/hummer chev,8300,6200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Infiniti,G35,Base,Coupe,manual,jnkcv54ex6m717488,ca,19.0,141744.0,gray,black,nationwide motor vehicles,6400,3500,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53w96c036212,ca,39.0,15909.0,blue,tan,fratelli investment group,52600,57250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ftsw20px6ed83523,ca,29.0,126793.0,white,gray,fox rent a car,9650,8000,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2006,Honda,S2000,Base,Convertible,manual,jhmap21486s000725,ca,36.0,45509.0,blue,black,wells fargo dealer services,16350,17300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Dodge,Durango,SLT,SUV,automatic,1d4hd48206f102623,ca,19.0,114339.0,silver,gray,enterprise car sales/orange,5375,3000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,Honda,CR-V,Special Edition,SUV,automatic,jhlrd78906c060538,ca,27.0,96743.0,white,tan,ecars,8175,10200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56r86n173135,ca,19.0,129777.0,gray,gray,north bakersfield toyota scion,1675,1300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,1gthk23266f136614,ca,28.0,175712.0,black,gray,motor city buick gmc,16050,15250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Infiniti,G35,Base,Sedan,automatic,jnkcv51e76m516958,ca,38.0,174676.0,gray,gray,mossy nissan oceanside,4025,4200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Honda,Accord,EX,Coupe,automatic,1hgcm72756a012038,ca,21.0,112468.0,blue,gray,california auto exchange,4700,6800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Kia,Sorento,LX,SUV,manual,kndjd733365624071,ca,29.0,125336.0,black,gray,time finance co,3225,2500,Wed Feb 25 2015 04:05:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 2500HD,LT3,Crew Cab,automatic,1gchk23266f131221,ca,19.0,160509.0,white,black,premium auto wholesale,16000,13100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Dodge,Grand Caravan,SE,Minivan,automatic,1d4gp24r46b691211,ca,23.0,95228.0,silver,gray,cig financial,3425,3800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ftww31p06ea50558,ca,19.0,58843.0,gray,gray,800 loan mart,19450,14500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n56w242792,ca,2.0,170318.0,white,gray,james family auto sales,1275,1700,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2006,Infiniti,FX45,Base,SUV,automatic,jnrbs08w16x401715,ca,19.0,126863.0,black,black,gm financial,11200,8500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83566dt31433,ca,27.0,98424.0,gray,gray,myrddin fleet services,9750,7600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38716b012752,ca,25.0,108841.0,white,beige,honda world,6700,6800,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2006,Ford,Mustang,Standard,Coupe,automatic,1zvft80n165169609,ca,35.0,86314.0,silver,black,hertz remarketing,6300,4000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Colorado,LT,Crew Cab,automatic,1gccs136768183355,ca,21.0,143682.0,red,gray,jpmorgan chase bank n.a.,6225,6600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,GMC,Yukon XL,Denali,SUV,automatic,1gkfk66u56j166099,ca,25.0,162431.0,gray,gray,premium auto wholesale,6850,4300,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r86h501251,ca,19.0,124623.0,silver,black,santander consumer,4475,5000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14506fa66255,ca,25.0,69330.0,burgundy,gray,green land cars,14100,12900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Chrysler,300,C,Sedan,automatic,2c3la63h26h278454,ca,41.0,115397.0,silver,gray,high bid trading co inc,6250,8300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2006,Cadillac,Escalade ESV,Base,SUV,automatic,3gyfk66nx6g216303,ca,34.0,131565.0,gray,beige,mckenna audi/mckenna bmw,10750,9800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,Escape,XLT,SUV,automatic,1fmcu03106ka46412,ca,31.0,77216.0,gray,gray,dutton motor co,6050,6000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2006,Cadillac,DTS,Luxury III,Sedan,automatic,1g6kd57y96u105968,ca,4.0,71393.0,gold,beige,tdaf remarketing,7425,7750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Jeep,Liberty,Limited,SUV,automatic,1j4gl58k06w122222,ca,22.0,128935.0,gray,gray,wells fargo dealer services,5100,5200,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,Honda,Civic,EX,Coupe,automatic,2hgfg12816h523080,ca,3.0,1.0,gray,—,donate for charity,6975,3100,Tue Dec 23 2014 13:30:00 GMT-0800 (PST)
2006,Chrysler,300,SRT-8,Sedan,automatic,2c3ka73w16h140646,ca,25.0,118944.0,silver,black,mercedes benz of temecula,9900,12250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Hyundai,Tucson,GLS,SUV,automatic,km8jn12d96u460136,ca,28.0,60822.0,silver,gray,us bank,6150,4750,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2006,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24l66hb14778,ca,34.0,81221.0,white,gray,rancho ford,6625,6500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Infiniti,FX35,Base,SUV,automatic,jnras08w56x210035,ca,3.0,80705.0,black,brown,tradewinds remarketing,12950,12750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r16h506954,ca,28.0,147770.0,black,gray,800 loan mart,3825,2700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38666b439321,ca,32.0,156780.0,silver,gray,tidalwave finance corp,4875,6000,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2006,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25v561109079,ca,2.0,315411.0,white,gray,enterprise fm exchange/tra/lease,1600,2300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,SUV,automatic,5gtdn136868215850,ca,31.0,113454.0,black,black,livermore toyota and livermore scion,10250,9600,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2006,Dodge,Magnum,RT,Wagon,automatic,2d4gz57266h382289,ca,24.0,151788.0,gray,gray,tycon enterprises,4625,4300,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2006,Cadillac,CTS,Base,Sedan,automatic,1g6dm57t760202087,ca,28.0,121085.0,gray,gray,mas financial services,4850,3500,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2006,Chevrolet,Tahoe,LS,SUV,automatic,1gnek13z66r131011,ca,42.0,114806.0,gray,gray,anderson chrysler jeep dodge,8750,10000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wc581869412136,ca,21.0,158807.0,white,gray,california fleet inc,2700,2750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LS2,Crew Cab,automatic,2gcec13v561250941,ca,49.0,97742.0,white,gray,coast sports cars inc,8800,13250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Ford,Fusion,SEL,Sedan,automatic,3fahp08z96r136241,ca,25.0,104506.0,black,tan,guard auto sales,4775,4100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Honda,Civic,Hybrid,Sedan,automatic,jhmfa36256s025862,ca,19.0,125334.0,gray,beige,newport acceptance corp,3900,4400,Wed Jan 07 2015 12:05:00 GMT-0800 (PST)
2006,Cadillac,CTS,Base,Sedan,automatic,1g6dp577460106833,ca,19.0,131786.0,blue,tan,quality acceptance,4425,3100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chrysler,PT Cruiser,GT,Wagon,automatic,3a8fy78g16t372822,ca,25.0,126511.0,silver,gray,time finance co,2175,1900,Wed Jan 07 2015 12:05:00 GMT-0800 (PST)
2006,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24l96da55202,ca,1.0,98753.0,white,gray,remarketing by ge/film vehicle services,5850,5800,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n56w118926,ca,26.0,173861.0,gray,gray,v/m auto broker,1300,1200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Kia,Sorento,LX,SUV,automatic,kndjd733365568729,ca,45.0,85499.0,silver,gray,bmw of murrieta,4425,6300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n56w172419,ca,23.0,108734.0,gray,gray,alliance motor cars,3425,3400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,GMC,Sierra 1500,SL2,Crew Cab,automatic,2gtec13v661276173,ca,33.0,122585.0,black,gray,century dealer services corp,8450,9400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,Town and Country,Touring,Minivan,automatic,2a4gp54l66r610263,ca,19.0,122846.0,blue,gray,wells fargo dealer services,3025,1700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Ford,Explorer,Eddie Bauer,SUV,automatic,1fmeu64e56ua50005,ca,27.0,82093.0,blue,beige,foreman financial,6625,6400,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12556fb05327,ca,27.0,146274.0,gray,beige,s/s auto wholesale,7300,5900,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,Hyundai,Tucson,GLS,SUV,automatic,km8jn12d66u447375,ca,2.0,102662.0,black,gray,abc remarketing inc,5225,3700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12v86fa71237,ca,19.0,107563.0,gray,gray,wells fargo dealer services,9125,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Dodge,Charger,RT,Sedan,automatic,2b3ka53h66h476232,ca,2.0,100071.0,red,black,repo remarketing/the golden 1 credit union,8400,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,PT Cruiser,Base,Convertible,automatic,3c3jy45x86t311086,ca,37.0,64066.0,green,gray,premium auto wholesale,3525,5100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Honda,Element,EX-P,SUV,automatic,5j6yh28746l013165,ca,29.0,95656.0,red,black,phillips auto brokerage,8775,10700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,BMW,X5,3.0i,SUV,automatic,5uxfa13536ly41496,ca,26.0,72782.0,white,tan,newport lexus,8775,10250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Ford,F-350 Super Duty,XL,Crew Cab,automatic,1ftsw31p36ed90138,ca,29.0,197351.0,white,gray,nationwide motor vehicles,6450,5800,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2006,Chevrolet,Equinox,LT,SUV,automatic,2cndl63f166017252,ca,36.0,136694.0,silver,gray,acura of riverside,3550,3900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-150,XL,Regular Cab,manual,1ftrf12226nb39004,ca,23.0,96608.0,blue,gray,worthington ford,4725,4900,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LT3,Crew Cab,automatic,2gcec13tx61117493,ca,38.0,88628.0,white,gray,orange coast chrysler jeep dodge,11500,13250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Magnum,RT,Wagon,automatic,2d4gv57286h489081,ca,29.0,125848.0,blue,beige,worthington ford,6325,6000,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Monte Carlo,LT,Coupe,automatic,2g1wm15k869286895,ca,19.0,108277.0,beige,black,south bay hyundai,3775,2700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3la43r26h471832,ca,19.0,120175.0,black,black,quality acceptance,4600,4100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Toyota,Corolla,LE,Sedan,automatic,1nxbr32e56z600356,ca,21.0,145746.0,silver,gray,springleaf financial services/evansville,4250,4000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Toyota,RAV4,Base,SUV,automatic,jtmzd33v466001243,ca,26.0,158500.0,black,brown,cabe toyota,6375,3600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Volvo,XC90,V8,SUV,automatic,yv4cz852261296537,ca,29.0,121560.0,silver,beige,remarketing by ge/manheim california,6425,2500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c06s444667,ca,35.0,193632.0,white,gray,high line auto inc,4000,4700,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2006,Nissan,Xterra,X,SUV,automatic,5n1an08u26c520961,ca,22.0,174365.0,blue,brown,western motors/aide rent a car,3800,2250,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66265a027023,ca,29.0,117227.0,silver,black,time finance co,6500,7600,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2006,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad07ux6c474186,ca,34.0,107372.0,silver,gray,onemain rem/m&m auto traders,8700,10400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Volkswagen,GTI,Base,Hatchback,automatic,wvwfv71k86w134684,ca,24.0,130600.0,black,gray,claremont volkswagen,4200,4300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,Nissan,Murano,SL,SUV,automatic,jn8az08t26w420555,ca,26.0,114938.0,gray,black,billion dodge chrysler jeep,6700,7200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Mercedes-Benz,E-Class,E350,Wagon,automatic,wdbuh56j36a871967,ca,19.0,155900.0,blue,gray,onemain rem/manheim san francisco bay,5450,3300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41ex6c811583,ca,41.0,95930.0,gray,gray,v/m auto broker,5325,2800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j36a862028,ca,19.0,122416.0,white,tan,wells fargo dealer services,6725,4900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Mercedes-Benz,CLK-Class,CLK500,Coupe,automatic,wdbtj75h96f181198,ca,28.0,1.0,black,black,quality acceptance,13250,3500,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d66n419457,ca,19.0,91168.0,blue,black,mas financial services,4500,3000,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j06a803082,ca,42.0,143199.0,gray,black,autobahn motors,6125,6600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
